   Year,Activity,Activity Type,Mandate Authorising Activity (PSC/Assembly Decision),Main Objective,Target Beneficiary,Country,Region,Outcome, Activity Budget (USD) , Unit ,Directorate,Department,Link to Activity Report
2024,Mission to 55th UN Human Rights Council + side event “Right to Development”,Meeting/Mission,AU–UN Human Rights Framework,Strengthen AU–UN HRC relationship; promote Right to Development; support AU–UN HR Framework,AU/Africa Group,Switzerland,Global,Strengthened engagement and support for AU–UN HR Framework,Not specified,AU–UN Human Rights Framework,Human Rights Unit,PAPS,Para. 254
2024,Meeting with UN Special Envoy/Rapporteur on HR while countering terrorism,Meeting,AU–UN cooperation on CT & HR,Enhance coordination; develop actionable recommendations,AU/RECs,Not specified,Global,Inputs to UNGA report; stronger coordination mechanisms,Not specified,AU–UN cooperation on CT & HR,Human Rights/CT nexus,PAPS,Para. 255
2024,10th Global Conference on Ending Impunity of Crimes Against Journalists (IDEI),Meeting,AU HR mandate / IDEI,Promote journalist safety in crises/emergencies,Journalists; Member States,Not specified,Global,Recommitment by ~400 participants,Not specified,AU HR mandate / IDEI,Human Rights Unit,PAPS,Para. 256
2024,19th AU–EU Human Rights Dialogue (Addis Ababa),Meeting,AU–EU Partnership,Promote peace through Right to Education; strengthen partnership; adopt action plans,AU/EU,Ethiopia,Continental,Action plans adopted; cooperation strengthened,Not specified,AU–EU Partnership,Human Rights Unit,PAPS,Para. 258
2024,AU–China Human Rights Dialogue (Addis Ababa),Meeting,AU–China partnership,Exchange best practices on HR (ESCR focus); adopt outcomes statement,AU/China,Ethiopia,Continental,Joint Outcomes Statement adopted,Not specified,AU–China partnership,Human Rights Unit,PAPS,Para. 259
2024,BIASHARA Project planning (World Bank-funded),Programmatic,STC No.8 decisions,Promote public sector reforms; align implementation areas,AUC/STC No.8 stakeholders,Morocco,Continental,Work plan reviewed/refined; implementation areas agreed,Not specified,STC No.8 decisions,Public Sector Governance,PAPS,Para. 261
2024,Workshop on Governance & Decentralization in the Sahel (Nouakchott),Programmatic,AU governance frameworks,Address governance challenges; strengthen decentralization/public service delivery,Govt officials/partners,Mauritania (host); Burkina Faso; Mali,West Africa/Sahel,Recommendations and roadmap produced,Not specified,AU governance frameworks,Public Sector Governance,PAPS,Para. 262
2024,Engagement with AU Advisory Board Against Corruption (AUABC),Programmatic,AU Convention on Preventing & Combating Corruption; CAPAR,Joint initiatives on AU Convention on Corruption and CAPAR,AU MS; AUABC,Continental,Continental,Joint workplan; capacity-building programmes planned,Not specified,AU Convention on Preventing & Combating Corruption; CAPAR,Anti-Corruption,PAPS,Para. 263
2024,Participation in G20 Anti-Corruption Working Group (ACWG),Meeting,International cooperation,Contribute to G20 ACWG Action Plan and principles,Global stakeholders,Not specified,Global,Inputs to G20 action plan/principles,Not specified,International cooperation,Anti-Corruption,PAPS,Para. 264
2024,Forum on African Asset Recovery Practitioners (Addis Ababa),Meeting,CAPAR; AUABC partnership,Establish forum; sensitise on CAPAR; strengthen IFF response,MS institutions; partners,Ethiopia,Continental,CAPAR adopted as policy instrument; recommendations issued,Not specified,CAPAR; AUABC partnership,Anti-Corruption,PAPS,Paras. 265–266
2024,SSR training and research support (Gambia & Lesotho) with DCAF,Programmatic,AU SSR framework,Strengthen national SSR competencies; support self-assessments and action plans,National security stakeholders,The Gambia; Lesotho,West/Southern Africa,SSR action plans for capacity development and resource mobilisation,Not specified,AU SSR framework,SSR Unit,PAPS,Para. 269
2024,Development & validation of AU SSR Operational Guidance Notes (OGNs),Programmatic,AU SSR framework,Strengthen oversight/accountability & mediation guidance for SSR,Member States,Multiple (named),Continental,OGNs validated; improved democratic oversight,Not specified,AU SSR framework,SSR Unit,PAPS,Para. 270
2024,"Mali SSR M&E capacity workshop (MISAHEL, UNOAU, ASSN)",Programmatic,Mali SSR Strategy 2022–2024; AU SSR guidance,Build capacity on M&E of SSR (Mali National SSR Strategy 2022–2024),National SSR team,Mali,West Africa/Sahel,Trained SSR team members on M&E,Not specified,Mali SSR Strategy 2022–2024; AU SSR guidance,MISAHEL / SSR,PAPS,Para. 271
2024,SSR review & M&E framework support (Gambia),Programmatic,AU SSR OGN on M&E,Assess SSR progress and alignment with priorities/democratic principles,ONS and stakeholders,The Gambia,West Africa,Review process supported; improvement areas identified,Not specified,AU SSR OGN on M&E,SSR Unit,PAPS,Para. 272
2024,Research initiative: Approaches to Dealing with Armed Groups in the Sahel,Programmatic,Partner-funded research,Strengthen understanding and approaches to armed/terror groups in Sahel,AU/MS/partners,Sahel region,West Africa/Sahel,Research launched; knowledge generated,Not specified,Partner-funded research,DDR/SSR,PAPS,Para. 273
2024,"Ethiopia DDR support (consultations, experts, site visits)",Programmatic,COHA framework,Support DDR implementation under COHA,Govt & communities,Ethiopia,Eastern Africa,DDR process support strengthened,Not specified,COHA framework,DDR Unit,PAPS,Para. 274
2024,South Sudan DDR & Security Sector Transformation technical support,Programmatic,R-ARCSS,Develop SST/DDR guidelines; strengthen SDSRB capacity,SDSRB; institutions,South Sudan,Eastern Africa,SST/DDR documents conceptualised; frameworks developed,Not specified,R-ARCSS,DDR/SSR Unit,PAPS,Para. 275
2024,AU–ICRC Roundtable on Mine Action,Meeting,Mine Ban Convention,Share experiences and explore drone-based demining tech,Contaminated MS parties to treaty,Not specified,Continental,Interest from Eritrea/Nigeria/Senegal; follow-up agreed,Not specified,Mine Ban Convention,SALW/Mine Action,PAPS,Para. 277
2024,Mine action assessment missions,Meeting/Mission,Mine Ban Convention,Assess demining efforts and frameworks,Govt stakeholders,Guinea-Bissau; Zimbabwe,West/Southern Africa,Commitments noted; resource gaps identified,Not specified,Mine Ban Convention,Mine Action,PAPS,Para. 278
2024,Participation in RevCon4 (UN PoA/ITI) on SALW,Meeting,AU SALW frameworks; UN PoA/ITI,Coordinate AU positions and adopt outcome document,AU MS,Not specified,Global,Outcome document adopted; MS need support (reporting/resources),Not specified,AU SALW frameworks; UN PoA/ITI,SALW Unit,PAPS,Para. 280
2024,Regional conference on improvised landmines/IEDs (Accra),Meeting,Mine Ban Convention; ECOWAS instruments,Address humanitarian impact; mobilise partnerships/resources,West Africa/Sahel stakeholders,Ghana,West Africa/Sahel,"Recommendations on resource mobilisation, conventions, and advocacy",Not specified,Mine Ban Convention; ECOWAS instruments,Mine Action/SALW,PAPS,Para. 281
2024,Study: Nexus between illicit SALW and terrorism in Africa,Programmatic,"STCDSS request (12th meeting, Cairo, 2019)",Evidence on SALW–terrorism link,AU/RECs/MS,Continental,Continental,Study concluded; link demonstrated,Not specified,"STCDSS request (12th meeting, Cairo, 2019)",SALW Unit,PAPS,Para. 282
2024,Cyber Diplomacy Workshop (Addis Ababa),Programmatic,AU Digital Transformation Strategy,Raise awareness and adopt cyber diplomacy priorities,Diplomatic community,Ethiopia,Continental,Blueprint of key cyber diplomacy areas adopted,Not specified,AU Digital Transformation Strategy,Cyber/ICT Security,PAPS,Para. 284
2024,Joint maritime strategy & action plan (GoG + IOC partnerships),Programmatic,AU maritime security agenda,Enhance maritime security cooperation and capacity,Member States agencies,Not specified,Continental,Strategy/action plan developed,Not specified,AU maritime security agenda,Maritime Security,PAPS,Para. 285
2024,AGA–APSA statutory technical & political meetings,Meeting,AGA–APSA Platform,Adopt flagship initiatives; elect chair/vice-chair; roadmap on harmonised state reporting,AU organs/RECs/MS,Ethiopia,Continental,Flagship initiatives adopted; roadmap adopted,Not specified,AGA–APSA Platform,AGA–APSA Secretariat,PAPS,Para. 287
2024,AGA–APSA statutory meetings (ahead of Summit/MYCM),Meeting,AGA–APSA Platform,Same as above; preparatory coordination,AU organs/RECs/MS,Not specified,Continental,Coordination strengthened,Not specified,AGA–APSA Platform,AGA–APSA Secretariat,PAPS,Para. 287–288
2024,Extraordinary AGA–APSA Platform meeting,Meeting,AGA–APSA Platform,Validate CES; feasibility study; HLD compendium,AU organs/RECs/MS,Not specified,Continental,CES adopted; decision on inclusivity in new project negotiations,Not specified,AGA–APSA Platform,AGA–APSA Secretariat,PAPS,Para. 289
2024,Feasibility study on harmonising state reporting mechanisms (HRDG instruments),Programmatic,AGA–APSA flagship initiative,Identify practical options to harmonise reporting,Member States,Continental,Continental,Feasibility study produced,Not specified,AGA–APSA flagship initiative,AGA–APSA Secretariat,PAPS,Para. 290
2024,Stakeholders Seminar on ACDEG & AU Shared Values (Bujumbura),Programmatic,PRC HRDG Sub-Committee workplan,Bridge information gaps; deepen understanding; promote state reporting,PRC Sub-Committee HRDG; stakeholders,Burundi,Eastern Africa,Enhanced commitments; recognition ceremony; increased promotion of ACDEG reporting,Not specified,PRC HRDG Sub-Committee workplan,AGA/Shared Values,PAPS,Para. 291
2024,Stakeholder engagement on AU Shared Values instruments (ACDEG focus),Programmatic,ACDEG / Shared Values,Assess ratification/domestication; mobilise commitments,Member States,Continental,Continental,Commitments to ratify/domesticate/report; Burundi & Gambia commitments,Not specified,ACDEG / Shared Values,AGA/Shared Values,PAPS,Para. 292
2024,Compendium of High-Level Dialogue outcomes (12 years),Programmatic,AGA–APSA Platform decision,Compile and analyse implementation of HLD outcomes,AU stakeholders,Continental,Continental,Resource person tasked; compendium process initiated,Not specified,AGA–APSA Platform decision,AGA–APSA Secretariat,PAPS,Para. 293
2024,"Preventive diplomacy, mediation and advisory engagements by the Panel of the Wise (PoW)",Programmatic,2002 PSC Protocol,"Conflict prevention, mediation, advisory support",Member States in transition,Multi-country,Continental,"Political transition support, electoral mediation, governance advice",Not specified,2002 PSC Protocol,PoW Secretariat,PAPS,Paras. 295–296
2024,Consultations with Member States undergoing political transitions,Meeting,PSC Protocol,"Assess reforms, security & humanitarian challenges",Transition countries,Ethiopia,Continental,"Guidance on elections, SSR, sanctions impact",Not specified,PSC Protocol,PoW Secretariat,PAPS,Para. 297
2024,High-Level Reflection Roundtable on South Sudan (R-ARCSS),Programmatic,R-ARCSS; PSC mandate,Support trust-building & R-ARCSS implementation,South Sudan stakeholders,Ethiopia,Eastern Africa,Strategy to address trust deficits,Not specified,R-ARCSS; PSC mandate,PoW Secretariat,PAPS,Para. 298
2024,Shuttle diplomacy on South Sudan peace process,Programmatic,PSC mandate,Align regional & international peace initiatives,Governments & mediators,"Ethiopia, Kenya, Uganda, South Africa",Multi-region,Enhanced coordination; Tumaini–R-ARCSS alignment,Not specified,PSC mandate,PoW Secretariat,PAPS,Paras. 299–302
2024,Field mission to Juba on R-ARCSS & election preparedness,Mission,PSC mandate,Assess transition & electoral readiness,Government & citizens,South Sudan,Eastern Africa,"Identified gaps in reforms, resources & inclusivity",Not specified,PSC mandate,PoW Secretariat,PAPS,Paras. 303–304
2024,"Electoral engagement & mediation (Comoros, Senegal, Ghana)",Programmatic,ACDEG; PSC mandate,Prevent electoral violence; promote transparency,EMBs & stakeholders,Comoros; Senegal; Ghana,Multi-region,Mitigated tensions; stakeholder dialogue,Not specified,ACDEG; PSC mandate,PoW Secretariat,PAPS,Para. 305
2024,Joint PoW–ECCAS Committee of Elders Retreat,Meeting,PanWise Framework,Strengthen AU–REC mediation synergies,AU & ECCAS,Republic of Congo,Central Africa,Enhanced cross-border cooperation,Not specified,PanWise Framework,PoW Secretariat,PAPS,Para. 306
2024,FemWise-Africa decentralization & deployment,Programmatic,WPS Agenda; PSC Decisions,Strengthen women’s role in mediation,Women mediators,Continental,Continental,National & regional chapters expanded,Not specified,WPS Agenda; PSC Decisions,FemWise Secretariat,PAPS,Paras. 311–314
2024,Establishment of FemWise South Sudan chapter,Programmatic,WPS Framework,National mediation capacity,Women peacebuilders,South Sudan,Eastern Africa,4th national chapter established,Not specified,WPS Framework,FemWise,PAPS,Para. 312
2024,Orientation for women affected by Boko Haram,Programmatic,PSC Decisions; WPS,Gender-responsive early warning & recovery,Conflict-affected women,Nigeria,West Africa,Capacity & psychosocial support,Not specified,PSC Decisions; WPS,WPS Unit,PAPS,Para. 338
2024,Youth for Peace Africa implementation,Programmatic,CFYPS,Youth engagement in peace processes,Youth,Continental,Youth deployed in 7+ missions,Not specified,Not specified,YPS Unit,YPS Unit,PAPS,Para. 349
2024,African Youth Ambassadors for Peace (AYAPs),Programmatic,PSC Decisions,Youth advocacy & diplomacy,Youth leaders,Continental,Policy inputs to AU & UN,Not specified,Not specified,YPS Unit,YPS Unit,PAPS,Para. 350
2024,3rd Continental Dialogue on YPS (Bujumbura),Meeting,Not specified,Continental youth dialogue,Youth stakeholders,Burundi,Eastern Africa,Renewed commitments,Not specified,YPS Agenda,YPS Unit,PAPS,PAPS
2024,Draft Continental Guidelines on YPS NAPs,Programmatic,CFYPS,Support MS YPS implementation,Member States,Continental,Draft guidelines completed,Not specified,Not specified,YPS Unit,YPS Unit,PAPS,Para. 352
2024,Development of MHPSS Guidelines,Programmatic,AU PCRD Policy,Improve post-conflict recovery,Post-conflict states,Continental,Draft guidelines developed,Not specified,Not specified,PCRD Centre,PSCRD,PAPS,Para. 367
2024,PCRD Capacity Building Programme,Programmatic,Revised PCRD Policy,Strengthen institutions & CSOs,National stakeholders,South Sudan,Enhanced governance capacity,Not specified,Not specified,PCRD Centre,PSCRD,PAPS,Para. 370
2024,AU PCRD Awareness Week (4th edition),Programmatic,AU PCRD Policy,Awareness & resource mobilization,Stakeholders,Ethiopia,Networks strengthened,Not specified,Not specified,PCRD Centre,PSCRD,PAPS,Para. 371
2023,CRF disbursement – EAC Force (DRC),Programmatic,Assembly Decision,Stabilization,EAC,EAC,Eastern Africa,,"2,000,000.00",Peace Fund,Peace Fund,PAPS,Para. 396
2023,CRF support to ATMIS,Programmatic,Assembly Decision,Peace enforcement,ATMIS,ATMIS,Horn of Africa,,"3,500,000.00",Peace Fund,Peace Fund,PAPS,Para. 397
2023,CRF support to DDR (Ethiopia),Programmatic,Assembly Decision,Support Pretoria Agreement,Ethiopia,Ethiopia,Eastern Africa,,"1,000,000.00",Peace Fund,Peace Fund,PAPS,Para. 398
2024,CRF support to 9 stabilization initiatives,Programmatic,EX.CL/Dec.1218,Crisis response,Multiple MS,Multiple MS,Continental,,"7,000,000.00",Peace Fund,Peace Fund,PAPS,Para. 401
2023,"Deployment & extension of AU Monitoring, Verification and Compliance Mechanism (MVCM)",Programmatic,Pretoria COHA; PSC decision,"Monitor COHA implementation, DDR, IDP return, SALW collection","Govt, ex-combatants, civilians",Ethiopia,Eastern Africa,Improved situation in Tigray; DDR progress; services restored,"1,000,000 (Peace Fund CRF)",,Peace Support / DDR,PAPS,Paras 38–41
2023,Support to AU-led Ethiopian peace process & High-Level Panel,Programmatic,COHA / AU mediation mandate,Support national dialogue & reconciliation,Govt & stakeholders,Ethiopia,Eastern Africa,Continued peace process support,Not specified,,Mediation & Conflict Prevention,PAPS,Para 41
2023,Support to ATMIS drawdown (technical pause + phase completion),Programmatic,UNSCR 2687; PSC 1177th Communiqué,Ensure smooth security transition,"FGS, SSF",Somalia,Eastern Africa,Phase 2 drawdown completed,Not specified,,Peace Support Ops,PAPS,Paras 46–47
2023,Somalia Security Conference co-hosted by AU,Meeting,AU-UN partnership,Support Somalia Security Sector Development Plan,Govt & partners,Somalia,Eastern Africa,Partnership principles adopted,Not specified,,Peace Support,PAPS,Para 49
2023,Funding to ATMIS operations gap,Programmatic,AU Peace Fund decisions,Support transition & avoid security vacuum,ATMIS,Somalia,Eastern Africa,Funding gap bridged,3.5M Peace Fund + 19.07M MS,,Peace Support Ops,PAPS,Para 52
2023,AU support to implementation of R-ARCSS with UN & IGAD,Programmatic,,Support peace agreement implementation,Govt & stakeholders,South Sudan,Eastern Africa,Continued engagement,R-ARCSS,,,PAPS,Para 54
2023,AU–Govt Transitional Justice Conference,Meeting,,Share TJ experience & support hybrid court process,Govt & stakeholders,South Sudan,Eastern Africa,Bills submitted for CTRH & CRA,AU TJ Policy,,,PAPS,Para 57
2023,Establishment of AU/IGAD/UN Trilateral Mechanism,Programmatic,,Support constitution-making & elections,Govt,South Sudan,Eastern Africa,Joint Taskforce established,PSC call,,,PAPS,Para 60
2023,Deployment of DDR/SSR Expert to AU Liaison Office,Programmatic,,Support security arrangements,Govt,South Sudan,Eastern Africa,Expert deployed,AU DDR/SSR mandate,,,PAPS,Para 61
2023,AU Expanded Mechanism for Sudan Crisis,Programmatic,AU mediation mandate,Coordinate mediation efforts,Stakeholders,Sudan,Eastern Africa,Coordination platform created,Not specified,,,PAPS,Para 67
2023,AU Roadmap for Resolution of Sudan Crisis,Programmatic,PSC HoSG decision,"Ceasefire, humanitarian support, political process",Sudanese population,Sudan,Eastern Africa,Roadmap endorsed by PSC,Not specified,,,PAPS,Para 68
2023,AU CDC health support to Sudan,Programmatic,AU CDC mandate,Emergency health response,Civilians,Sudan,Eastern Africa,Health supplies delivered,"3,000,000.00",,,PAPS,Para 69
2023,PRC Sub-Committee humanitarian support,Programmatic,AU humanitarian mandate,Support refugees/IDPs,Sudan,Sudan,Eastern Africa,Funding provided,"650,000.00",,,PAPS,Para 69
2023,AU-IGAD technical team for inclusive political process,Programmatic,,Prepare Sudan political dialogue,Sudan stakeholders,Sudan,Eastern Africa,Preparatory political process,AU-IGAD cooperation,,,PAPS,Para 71
2023,AU shuttle diplomacy missions in region,Mission,,Promote neutrality & refugee protection,Neighboring states,Regional,,Engagement conducted,AU good offices,,,PAPS,Para 72
2023,PSC Field Mission (Jul 2023),Mission,PSC Protocol Art 6,Support return to constitutional order,Burkina Faso,Burkina Faso,Western Africa,Situation assessment conducted,,,,PAPS,Para 77
2023,Technical support via AFSIT & CRF,Programmatic,AFSIT / CRF,Support transition roadmap,,,Western Africa,Continued AU support requested,,,,PAPS,Para 79
2023,AU engagement for restoration of constitutional order,Programmatic,PSC Communiqué 1030,Provide technical support,Guinea,Guinea,Western Africa,Ongoing engagement requested,,,,PAPS,Para 90
2023,AU-ECOWAS joint mission to Sierra Leone,Mission,AU-ECOWAS partnership,Ease post-election tensions,Sierra Leone,Sierra Leone,Western Africa,Peace agreement implementation support,,,,PAPS,Para 91
2023,Support to ECOWAS missions (Sierra Leone & Guinea-Bissau),Programmatic,AU partnership,Stabilisation support,Sierra Leone,Sierra Leone,Western Africa,ECOWAS mission deployed/extended,,,,PAPS,Para 93
2023,PSC suspension decision & diplomatic engagement,Programmatic,PSC Communiqué 1168,Restore constitutional order,Niger,,Western Africa,Ongoing mediation,,,,PAPS,Para 95
2023,Quadripartite Summit on Eastern DRC,Meeting,AU Chair mandate,Harmonise peace initiatives,DRC,,Central Africa,Joint Framework adopted,,,,PAPS,Para 105
2023,Chiefs of Defence coordination meeting,Meeting,Quadripartite decision,Coordinate military deployments,DRC,,Central Africa,Modalities agreed,,,,PAPS,Para 105
2023,PSC Field Mission to DRC,Mission,PSC mandate,Assess security & humanitarian situation,DRC,,Central Africa,Calls for humanitarian pledging conference,,,,PAPS,Para 109
2023,Meeting of PSC Framework guarantors,Meeting,PSC HoSG Communiqué,Revitalise PSC Framework,DRC,,Central Africa,Action plan adopted,,,,PAPS,Para 108
2023,AU High Representative Mission (Nov 2023),Mission,AU mediation mandate,Support return to constitutional order,Gabon,,Central Africa,Consultations held,,,,PAPS,Para 121
2023,AU-SADC coordination on Cabo Delgado crisis,Programmatic,AU-SADC partnership,Support counter-terrorism & stabilization,Mozambique,,Southern Africa,Continued cooperation,,,,PAPS,Para 126
2023,AU Liaison Office relocation mission (Jul–Aug 2023),Mission,Assembly decisions,Relocate AULO to Tripoli,Libya,,,Roadmap agreed,,,,PAPS,Para 133
2023,Preparatory meetings for National Reconciliation Conference,Meeting,AU High-Level Committee,Support reconciliation process,Libya,,,Roadmap adopted,,,,PAPS,Para 134
2023,Africa CDC emergency mission after floods,Programmatic,AU CDC,Assess needs & humanitarian support,Libya,,,Assessment team deployed,,,,PAPS,Para 135
2023,AU Commissioners mission on migrant protection,Mission,AU migration mandate,Improve conditions for African migrants,Tunisia,,,Engagement with authorities,,,,PAPS,Para 137
2023,Preventive Diplomacy Mission of Panel of the Wise,Mission (Programmatic),Assembly/AU/Dec.842(XXXVI),Prevent escalation of political tensions,Government & stakeholders,Central African Republic,Central Africa,PSC briefed; strategies proposed for peace & reconciliation,Not specified,,Mediation & Dialogue,PAPS,Para 140
2023,Fact-Finding Mission to Chad,Mission,PSC decision,Assess political & security transition process,Government of Chad,Chad,Central Africa,Findings presented to PSC,Not specified,,Mediation & Dialogue,PAPS,Para 141
2023,High-Level Preventive Diplomacy Mission,Mission,AU Mediation Mandate,Mitigate post-election tensions,Government & opposition,Sierra Leone,West Africa,AU–ECOWAS-facilitated dialogue; agreement signed,Not specified,,Mediation & Dialogue,PAPS,Para 143
2023,Consultative Mission complementing AU C5,Mission,AU C5 mandate,Support peace process,Government of South Sudan,South Sudan,East Africa,Support to peace implementation,Not specified,,Mediation & Dialogue,PAPS,Para 144
2023,Adoption of Decentralization Framework for FemWise,Policy Development,Panel of the Wise decision,Operationalise regional & national chapters,Women mediators,Continental,Continental,Framework adopted,Not specified,,FemWise-Africa,PAPS,Para 149
2023,Launch of FemWise National Chapters,Programmatic,FemWise Framework,Promote women’s participation in mediation,"Uganda, Malawi, Ethiopia","Uganda, Malawi, Ethiopia",East/Southern Africa,Chapters operationalised,Not specified,,,PAPS,Para 150
2023,WiseYouth Operational Modalities Meeting,Meeting (Programmatic),Assembly/AU/Dec.815(XXXV),Finalise TOR & operational modalities,RECs/RMs,Burundi,Continental,TOR validated,Not specified,,WiseYouth,PAPS,Para 154
2023,Lessons Learned Exercise – Ethiopia Peace Process,Programmatic,PSC mandate,Distil lessons from AU-led peace process,AU Member States,Ethiopia,Continental,Exercise underway; KM strengthening,Not specified,,Mediation & Knowledge Mgmt,PAPS,Para 155
2023,AUEOM Deployments (11 Countries),Programmatic,ACDEG,,,"Djibouti, Nigeria, Mauritania, Guinea-Bissau, Sierra Leone, Zimbabwe, Eswatini, Liberia, Madagascar, Egypt, DRC",,,Not specified,,,,Paras 165–166
2023,Pre-election assessment missions,Mission,,,,"Nigeria, Sierra Leone, Comoros, Zimbabwe, DRC",,Preventive diplomacy integrated,Not specified,,,,Para 166
2023,Technical assistance,Programmatic,,,,"Sierra Leone, Liberia",,Capacity strengthened,Not specified,,,,Para 166
2023,2nd Africa Business & Human Rights Forum,Meeting,,Promote AU Business & HR Policy,,,Addis Ababa (Sept 2023),Recommendations adopted,Not specified,,,,Para 172
2023,Continental Consultation on Right to Development,Meeting,,Draft African contribution,,,45170,Draft under preparation,Not specified,,,,Para 174
2023,Ethiopia TJ Conference,Programmatic,,Develop TJ policy options,,,Addis Ababa (Mar 2023),Comprehensive TJ adopted,Not specified,,,,Para 177
2023,South Sudan TJ Conference,Programmatic,,"Support TRHC, CRA, Hybrid Court",,,Juba (May 2023),Draft bills enriched,Not specified,,,,Para 178
2023,AW4TJ Training,Programmatic,,Establish African Women for TJ,,,Nairobi (Aug 2023),AW4TJ Initiative formed,Not specified,,,,Para 180
2023,7th African Forum on TJ,Meeting,,"TJ, gender & MHPSS nexus",,,Rabat (Sept 2023),Policy recommendations,Not specified,,,,Para 181
2023,AU–UNODA Joint Cooperation Framework,Programmatic,,Enhance arms control,,,,,Not specified,,,,Para 189
2023,African Common Position – UN PoA,Meeting,,Prepare for 4th Review Conference,,,,,Not specified,,,,Paras 191–192
2023,OEWG on Conventional Ammunition,Meeting,,Continental coordination,,,,,Not specified,,,,Para 193
2023,Technical Assessments,Mission,,"Zimbabwe, Guinea-Bissau",,,,,Not specified,,,,Para 194
2023,Regional Seminar on Mine Action,Meeting,,Algeria (May 2023),,,,,Not specified,,,,Para 194
2023,DDR Capacity Building (11 MS),Programmatic,,"11 MS incl. Ethiopia, Somalia, Mali",,,,Enhanced peer exchange,Not specified,,,,Para 196
2023,Joint AU–UN–World Bank DDR Framework (2023–2025),Programmatic,,Continental,,,,Joint framework launched,Not specified,,,,Para 198
2023,Fundraising Strategy for SSR,Programmatic,Gambia,,,,,Resource mobilisation plan,Not specified,,,,Para 199
2023,SSR Strategy Revision,Programmatic,Mali,,,,,Strategy revised (2022–24),Not specified,,,,Para 200
2023,Operational Guidance Notes (SSR),Policy Development,Continental,,,,,3 OGNs developed,Not specified,,,,Para 204
2023,CBRN Risk Mitigation Workshop,Programmatic,,,,Addis Ababa,,,Not specified,,,,Para 207
2023,PCRD Policy Revision Workshop,Meeting,,,,,,Policy finalized,Not specified,,,,Para 212
2023,Launch of AU PCRD Working Group,Programmatic,,,,,,WG operational,Not specified,,,,Para 213
2023,Operationalization of AU PCRD Centre,Programmatic,,,,,,Executive Secretary recruited,Not specified,,,,Para 214
2023,"Phase 1 Drawdown (2,000 troops)",Operational,PSC 1068th Communique,,,,,Completed June 2023,Not specified,,,,Para 221
2023,AMISOM Lessons Learned,Programmatic,PSC/PR/COMM.1068(2022),,,,,Report expected 2024,Not specified,,,,Para 223
2023,Equipment Support to SAMIM,Operational Support,,,,,,,"7,000,000.00",,,,Para 226
2023,AU Peace Fund Disbursement to EAC-RF,Financial Support,,,,,,,"1,000,000.00",,,,Para 228
2023,AU Support to MNJTF,Operational,,,,,,25% reduction in attacks,Not specified,,,,Para 229
2023,RS-SRR Extension (1 year),Programmatic,,,,,,Extended to Aug 2024,Not specified,,,,Para 231
2023,Strategic Review of ASF,Policy Development,,,,,,Ongoing,Not specified,,,,Para 234
2023,AU Strategic Framework for Compliance,Policy Adoption,,,,,,Submitted to Assembly,Not specified,,,,Para 235
2023,AMANI AFRICA III Maritime Exercise Planning,Programmatic,,,,,,IPC pending funding,Not specified,,,,Para 242
2023,Equipment support to SAMIM,,,,,,,,"7,000,000.00",,,,Para 226
2023,AU Peace Fund disbursement to EAC-RF,,,,,,,,"1,000,000.00",,,,Para 228
2023,CLB Equipment Shipment to Mozambique,,,,,,,,"7,000,000.00",,,,Para 238
2023,Support to commissioning of African First Ladies Peace Mission HQ + MoU AU–AFLPM,Programmatic,AU WPS agenda,Strengthen WPS institutional partnerships,"AFLPM, women stakeholders",Nigeria,Continental,HQ commissioned; MoU signed; consultations with new AFLPM leadership,Not specified,,"Gender, Peace & Security",PAPS,
2023,Women Technical Working Group on Sudan,Programmatic,WPS agenda,Promote women participation in peace dialogue; develop funding proposal,Sudanese women coalitions,Sudan,North/East Africa,Project proposal developed; coalition briefed PSC,Not specified,,"Gender, Peace & Security",PAPS,
2023,Development of gender training tools (SSR & Early Warning),Programmatic,PSC/PR/BR/CDVII (2013),Build capacity on gender mainstreaming,Security sector actors,Continental,Continental,Training package + operational guidance note under development,Not specified,,"Gender, Peace & Security",PAPS,
2023,WPS knowledge sharing platform for MS & RECs,Programmatic,PSC Communiqué 987th meeting,Share best practices and strengthen WPS collaboration,"Member States, RECs",Continental,Continental,Platform established,Not specified,,"Gender, Peace & Security",PAPS,
2023,Operationalization of WiseYouth Network,Programmatic,AU YPS Framework,Institutionalize youth participation in peace processes,Youth representatives,Burundi/Ethiopia,Continental,Network modalities & membership established,Not specified,,"Youth, Peace & Security",PAPS,
2023,"PSC Open Session on Youth, Peace & Security",Meeting,UNSCR 2250 & 2419,Review YPS implementation and appoint AYAPs,Youth leaders,Continental,Continental,3rd Cohort of African Youth Ambassadors for Peace selected,Not specified,,"Youth, Peace & Security",PAPS,
2023,2nd Continental YPS Dialogue (Bujumbura),Programmatic,YPS Framework,Promote youth participation & STG agenda,Youth leaders,Burundi,Continental,Youth mentoring platform; resolutions adopted,Not specified,,"Youth, Peace & Security",PAPS,
2023,Adoption & implementation of child protection policies within APSA,Programmatic,,Integrate child protection in APSA & AU PSOs,Children affected by conflict,,,Action plan for RECs to develop child protection architecture,,,,,Para 258
2023,Lesson-learning mission on CAAC (Sierra Leone),Mission,,Capture best practices,Conflict-affected countries,,,Report developed for knowledge sharing,,,,,Para 259
2023,PSC Ministerial Open Session on Children in Conflict,Meeting,,Establish AU Child Protection Architecture,"MS, RECs, stakeholders",,,Institutionalization of Banjul Process as annual event,,,,,Para 260
